Allen_ID;R;G;B;name;nutil_id;D1R_classifier;D2R_classifier
472;128;192;226;Medial amygdalar nucleus, posterodorsal part, sublayer a;461;general;general
473;128;205;248;Olfactory tubercle, polymorph layer;462;heavily;heavily
474;204;204;204;angular path;463;fibrous;fibrous
475;255;128;132;Medial geniculate complex;464;general;general
476;36;138;94;Orbital area, layer 6a;465;general;general
477;152;214;249;Striatum;466;heavily;heavily
478;24;128;100;Primary somatosensory area, lower limb, layer 6a;467;general;general
479;126;208;75;Field CA3, stratum lucidum;468;general;general
480;128;192;226;Medial amygdalar nucleus, posterodorsal part, sublayer b;469;general;general
481;128;205;248;Islands of Calleja;470;heavily;heavily
482;204;204;204;brachium of the inferior colliculus;471;fibrous;fibrous
483;255;144;159;Medial habenula;472;general;general
484;36;138;94;Orbital area, medial part, layer 1;473;general;general
485;152;214;249;Striatum dorsal region;474;heavily;heavily
486;126;208;75;Field CA3, stratum oriens;475;general;general
487;128;192;226;Medial amygdalar nucleus, posterodorsal part, sublayer c;476;general;general
488;36;138;94;Orbital area, lateral part, layer 6b;477;general;general
489;128;205;248;Major island of Calleja;478;heavily;heavily
490;204;204;204;bulbocerebellar tract;479;fibrous;fibrous
491;255;76;62;Medial mammillary nucleus;480;general;general
492;36;138;94;Orbital area, layer 2/3;481;general;general
493;128;205;248;Striatum ventral region;482;heavily;heavily
494;255;144;255;Superior colliculus, motor related, intermediate gray layer, sublayer a;483;general;general
495;102;168;61;Field CA3, pyramidal layer;484;general;general
496;164;218;164;Dorsal peduncular area, layer 1;485;general;general
497;8;133;140;Visual areas, layer 6b;486;general;general
498;179;192;223;Bed nuclei of the stria terminalis, anterior division, anteromedial area;487;general;general
499;204;204;204;cuneocerebellar tract;488;fibrous;fibrous
500;31;157;90;Somatomotor areas;489;general;general
501;8;133;140;posteromedial visual area, layer 4;490;general;general
502;79;194;68;Subiculum;491;general;general
503;255;144;255;Superior colliculus, motor related, intermediate gray layer, sublayer b;492;general;general
504;126;208;75;Field CA3, stratum radiatum;493;general;general
505;179;192;223;Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus;494;general;general
506;204;204;204;dorsal acoustic stria;495;fibrous;fibrous
507;154;210;189;Main olfactory bulb;496;heavily;fibrous
508;50;184;37;Entorhinal area, medial part, dorsal zone, layer 2b;497;general;general
509;79;194;68;Subiculum, dorsal part;498;general;general
510;24;128;100;Primary somatosensory area, lower limb, layer 6b;499;general;general
511;255;144;255;Superior colliculus, motor related, intermediate gray layer, sublayer c;500;general;general
512;240;240;128;Cerebellum;501;general;general
513;179;192;223;Bed nuclei of the stria terminalis, anterior division, fusiform nucleus;502;general;general
514;204;204;204;dorsal column;503;fibrous;fibrous
515;255;76;62;Medial preoptic nucleus;504;general;general
516;36;138;94;Orbital area, layer 6b;505;general;general
517;168;236;211;Postpiriform transition area, layers 1-3;506;general;general
518;79;194;68;Subiculum, ventral part;507;general;general
519;240;240;128;Cerebellar nuclei;508;general;general
520;1;147;153;Ventral auditory area, layer 6a;509;general;general
521;179;192;223;Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus;510;general;general
522;204;204;204;dorsal commissure of the spinal cord;511;fibrous;fibrous
523;255;85;71;Medial preoptic area;512;general;general
524;36;138;94;Orbital area, medial part, layer 2;513;general;general
525;255;76;62;Supramammillary nucleus;514;general;general
526;50;184;37;Entorhinal area, medial part, dorsal zone, layer 1;515;general;general
527;1;147;153;Dorsal auditory area, layer 1;516;general;general
528;240;240;128;Cerebellar cortex;517;general;general
529;179;192;223;Bed nuclei of the stria terminalis, anterior division, ventral nucleus;518;general;general
530;204;204;204;dorsal fornix;519;fibrous;fibrous
531;255;144;255;Medial pretectal area;520;general;general
532;0;159;172;Posterior parietal association areas, layer 1;521;general;general
533;8;133;140;posteromedial visual area;522;general;general
534;255;186;134;Supratrigeminal nucleus;523;general;general
535;164;218;164;Dorsal peduncular area, layer 2;524;general;general
536;128;192;226;Central amygdalar nucleus;525;general;general
537;179;192;223;Bed nuclei of the stria terminalis, anterior division, anterolateral area;526;general;general
538;204;204;204;dorsal limb;527;fibrous;fibrous
539;255;144;255;Midbrain reticular nucleus, magnocellular part;528;general;general
540;14;150;132;Perirhinal area, layer 1;529;general;general
541;21;176;179;Temporal association areas;530;general;general
542;26;166;152;Retrosplenial area, ventral part, layer 1;531;general;general
543;50;184;37;Entorhinal area, medial part, dorsal zone, layer 2;532;general;general
544;128;192;226;Central amygdalar nucleus, capsular part;533;general;heavily
545;26;166;152;Retrosplenial area, dorsal part, layer 4;534;general;general
546;179;192;223;Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus;535;general;general
547;204;204;204;dorsal longitudinal fascicle;536;fibrous;fibrous
548;255;144;255;Midbrain reticular nucleus, magnocellular part, general;537;general;general
549;255;112;128;Thalamus;538;general;general
550;50;184;37;Entorhinal area, medial part, dorsal zone, layer 5/6;539;general;general
551;128;192;226;Central amygdalar nucleus, lateral part;540;general;heavily
552;255;186;134;Pontine reticular nucleus, ventral part;541;general;general
553;204;204;204;dorsal spinocerebellar tract;542;fibrous;fibrous
554;179;192;223;Bed nuclei of the stria terminalis, anterior division, oval nucleus;543;general;general
555;255;144;255;Midbrain reticular nucleus, parvicellular part;544;general;general
556;89;179;99;Infralimbic area, layer 2/3;545;general;general
557;255;76;62;Tuberomammillary nucleus;546;general;general
558;24;128;100;Primary somatosensory area, nose, layer 1;547;general;general
559;128;192;226;Central amygdalar nucleus, medial part;548;general;general
560;255;165;210;Cochlear nucleus, subpedunclular granular region;549;general;general
561;8;133;140;Visual areas, layer 2/3;550;general;general
562;179;192;223;Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus;551;general;general
563;204;204;204;dorsal tegmental tract;552;fibrous;fibrous
564;150;167;211;Medial septal nucleus;553;general;general
565;8;133;140;posteromedial visual area, layer 5;554;general;general
566;168;236;211;Postpiriform transition area;555;general;general
567;176;240;255;Cerebrum;556;general;general
568;255;179;217;Accessory abducens nucleus;557;general;general
569;179;192;223;Bed nuclei of the stria terminalis, posterior division, dorsal nucleus;558;general;general
570;204;204;204;dorsolateral fascicle;559;fibrous;fibrous
571;255;144;159;Midline group of the dorsal thalamus;560;general;general
572;64;166;102;Anterior cingulate area, layer 1;561;general;general
573;8;133;140;Lateral visual area, layer 4;562;general;general
574;255;186;134;Tegmental reticular nucleus;563;general;general
575;255;144;159;Central lateral nucleus of the thalamus;564;general;general
576;255;179;217;Accessory facial motor nucleus;565;general;general
577;24;128;100;Primary somatosensory area, upper limb, layer 4;566;general;general
578;179;192;223;Bed nuclei of the stria terminalis, posterior division, principal nucleus;567;general;general
579;204;204;204;external capsule;568;fibrous;fibrous
580;255;122;255;Nucleus of the brachium of the inferior colliculus;569;general;general
581;150;167;211;Triangular nucleus of septum;570;general;general
582;36;138;94;Orbital area, medial part, layer 2/3;571;general;general
583;138;218;135;Claustrum;572;general;general
584;97;231;183;Cortical amygdalar area, posterior part, lateral zone, layers 1-2;573;general;general
585;179;192;223;Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus;574;general;general
586;204;204;204;fasciculus proprius;575;fibrous;fibrous
587;255;144;255;Nucleus of Darkschewitsch;576;general;general
588;64;166;102;Anterior cingulate area, ventral part, layer 1;577;general;general
589;98;208;159;Taenia tecta;578;general;general
590;26;166;152;Retrosplenial area, ventral part, layer 6a;579;general;general
591;255;166;255;Central linear nucleus raphe;580;general;heavily
592;97;231;183;Cortical amygdalar area, posterior part, medial zone, layers 1-2;581;general;general
593;8;133;140;Primary visual area, layer 1;582;general;general
594;179;192;223;Bed nuclei of the stria terminalis, posterior division, transverse nucleus;583;general;general
595;204;204;204;fasciculus retroflexus;584;fibrous;fibrous
596;150;167;211;Diagonal band nucleus;585;general;general
597;98;208;159;Taenia tecta, dorsal part;586;general;general
598;1;147;153;Ventral auditory area, layer 6b;587;general;general
599;255;144;159;Central medial nucleus of the thalamus;588;general;general
600;1;147;153;Dorsal auditory area, layer 2/3;589;general;general
601;8;133;140;Anterolateral visual area, layer 6a;590;general;general
602;179;192;223;Bed nuclei of the stria terminalis, posterior division, strial extension;591;general;general
603;204;204;204;fimbria;592;fibrous;fibrous
604;255;195;149;Nucleus incertus;593;general;general
605;98;208;159;Taenia tecta, ventral part;594;general;general
606;26;166;152;Retrosplenial area, ventral part, layer 2;595;general;general
607;255;165;210;Cochlear nuclei;596;general;general
608;36;138;94;Orbital area, ventrolateral part, layer 6a;597;general;general
609;255;128;132;Subparafascicular area;598;general;general
610;26;166;152;Retrosplenial area, dorsal part, layer 5;599;general;general
611;204;204;204;habenular commissure;600;fibrous;fibrous
612;255;174;111;Nucleus of the lateral lemniscus;601;general;general
613;8;133;140;Lateral visual area, layer 5;602;general;general
614;242;72;59;Tuberal nucleus;603;general;general
615;255;144;255;Substantia nigra, lateral part;604;fibrous;general
616;255;144;255;Cuneiform nucleus;605;general;general
617;255;144;159;Mediodorsal nucleus of the thalamus, central part;606;general;general
618;204;204;204;hippocampal commissures;607;fibrous;fibrous
619;149;228;200;Nucleus of the lateral olfactory tract;608;general;general
620;36;138;94;Orbital area, medial part, layer 5;609;general;general
621;255;186;134;Motor nucleus of trigeminal;610;general;general
622;26;166;152;Retrosplenial area, ventral part, layer 6b;611;general;general
623;152;214;249;Cerebral nuclei;612;general;general
624;170;170;170;Interpeduncular fossa;613;fibrous;fibrous
625;24;128;100;Primary somatosensory area, upper limb, layer 5;614;general;general
626;255;144;159;Mediodorsal nucleus of the thalamus, lateral part;615;general;general
627;204;204;204;hypothalamohypophysial tract;616;fibrous;fibrous
628;255;144;255;Nucleus of the optic tract;617;general;general
629;255;128;132;Ventral anterior-lateral complex of the thalamus;618;general;general
630;36;138;94;Orbital area, lateral part, layer 5;619;general;general
631;97;231;183;Cortical amygdalar area;620;general;general
632;102;168;61;Dentate gyrus, granule cell layer;621;general;general
633;204;204;204;inferior colliculus commissure;622;fibrous;fibrous
634;255;144;255;Nucleus of the posterior commissure;623;general;general
635;0;159;172;Posterior parietal association areas, layer 4;624;general;general
636;255;144;159;Mediodorsal nucleus of the thalamus, medial part;625;general;general
637;255;128;132;Ventral group of the dorsal thalamus;626;general;general
638;0;156;117;Gustatory areas, layer 6a;627;general;general
639;97;231;183;Cortical amygdalar area, anterior part;628;general;general
640;255;179;217;Efferent vestibular nucleus;629;general;general
641;204;204;204;intermediate acoustic stria;630;fibrous;fibrous
642;255;165;210;Nucleus of the trapezoid body;631;general;general
643;1;147;153;Posterior auditory area, layer 2/3;632;general;general
644;31;157;90;Somatomotor areas, Layer 6a;633;general;general
645;255;252;145;Vermal regions;634;general;general
646;164;218;164;Dorsal peduncular area, layer 5;635;general;general
647;97;231;183;Cortical amygdalar area, posterior part;636;general;general
648;31;157;90;Primary motor area, Layer 5;637;general;general
649;8;133;140;Anterolateral visual area, layer 6b;638;general;general
650;204;204;204;juxtarestiform body;639;fibrous;fibrous
651;255;165;210;Nucleus of the solitary tract;640;general;general
652;255;93;80;Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone;641;general;general
653;255;179;217;Abducens nucleus;642;general;general
654;24;128;100;Primary somatosensory area, nose, layer 4;643;general;general
655;97;231;183;Cortical amygdalar area, posterior part, lateral zone;644;general;general
656;31;157;90;Secondary motor area, layer 1;645;general;general
657;24;128;100;Primary somatosensory area, mouth, layer 2/3;646;general;general
658;204;204;204;lateral lemniscus;647;fibrous;fibrous
659;255;165;210;Nucleus of the solitary tract, central part;648;general;general
660;255;93;80;Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone;649;general;general
661;255;179;217;Facial motor nucleus;650;general;general
662;0;156;117;Gustatory areas, layer 6b;651;general;general
663;97;231;183;Cortical amygdalar area, posterior part, medial zone;652;general;general
664;50;184;37;Entorhinal area, medial part, dorsal zone, layer 3;653;general;general
665;204;204;204;lateral olfactory tract, body;654;fibrous;fibrous
666;255;165;210;Nucleus of the solitary tract, commissural part;655;general;general
667;38;143;69;Frontal pole, layer 2/3;656;general;general
668;255;85;71;Dorsomedial nucleus of the hypothalamus, anterior part;657;general;general
669;8;133;140;Visual areas;658;general;general
670;24;128;100;Primary somatosensory area, trunk, layer 2/3;659;general;general
671;26;166;152;Retrosplenial area, lateral agranular part, layer 1;660;general;general
672;152;214;249;Caudoputamen;661;heavily;heavily
673;204;204;204;mammillary peduncle;662;fibrous;fibrous
674;255;165;210;Nucleus of the solitary tract, gelatinous part;663;general;general
675;33;152;102;Agranular insular area, ventral part, layer 6a;664;general;general
676;255;85;71;Dorsomedial nucleus of the hypothalamus, posterior part;665;general;general
677;17;173;131;Visceral area;666;general;general
678;1;147;153;Dorsal auditory area, layer 4;667;general;general
679;255;195;149;Superior central nucleus raphe;668;general;general
680;36;138;94;Orbital area, ventrolateral part, layer 6b;669;general;general
681;204;204;204;mammillotegmental tract;670;fibrous;fibrous
682;255;165;210;Nucleus of the solitary tract, lateral part;671;general;general
683;0;159;172;Posterior parietal association areas, layer 5;672;general;general
684;255;85;71;Dorsomedial nucleus of the hypothalamus, ventral part;673;general;general
685;255;128;132;Ventral medial nucleus of the thalamus;674;general;general
686;24;128;100;Primary somatosensory area, layer 6a;675;general;general
687;26;166;152;Retrosplenial area, ventral part, layer 5;676;general;general
688;176;255;184;Cerebral cortex;677;general;general
689;255;85;71;Ventrolateral preoptic nucleus;678;general;general
690;204;204;204;mammillothalamic tract;679;fibrous;fibrous
691;255;165;210;Nucleus of the solitary tract, medial part;680;general;general
692;14;150;132;Perirhinal area, layer 5;681;general;general
693;255;76;62;Ventromedial hypothalamic nucleus;682;general;general
694;33;152;102;Agranular insular area, ventral part, layer 2/3;683;general;general
695;112;255;112;Cortical plate;684;general;general
696;1;147;153;Posterior auditory area, layer 1;685;general;general
697;204;204;204;medial lemniscus;686;fibrous;fibrous
698;154;210;189;Olfactory areas;687;general;general
699;33;152;102;Agranular insular area, ventral part, layer 6b;688;general;general
700;255;76;62;Anterior hypothalamic nucleus, anterior part;689;general;general
701;255;179;217;Vestibular nuclei;690;general;general
702;24;128;100;Primary somatosensory area, nose, layer 5;691;general;general
703;138;218;135;Cortical subplate;692;general;general
704;33;152;102;Agranular insular area, ventral part, layer 1;693;general;general
705;204;204;204;midbrain tract of the trigeminal nerve;694;fibrous;fibrous
706;255;144;255;Olivary pretectal nucleus;695;general;heavily
707;89;179;99;Infralimbic area, layer 1;696;general;general
708;255;76;62;Anterior hypothalamic nucleus, central part;697;general;general
709;255;128;132;Ventral posterior complex of the thalamus;698;general;general
710;204;204;204;abducens nerve;699;fibrous;fibrous
711;255;165;210;Cuneate nucleus;700;general;general
712;50;184;37;Entorhinal area, medial part, dorsal zone, layer 4;701;general;general
713;204;204;204;perforant path;702;fibrous;fibrous
714;36;138;94;Orbital area;703;general;general
715;50;184;37;Entorhinal area, lateral part, layer 2a;704;general;general
716;255;76;62;Anterior hypothalamic nucleus, dorsal part;705;general;general
717;204;204;204;accessory spinal nerve;706;fibrous;fibrous
718;255;128;132;Ventral posterolateral nucleus of the thalamus;707;general;general
719;24;128;100;Primary somatosensory area, layer 6b;708;general;general
720;255;165;210;Dorsal column nuclei;709;general;general
721;8;133;140;Primary visual area, layer 4;710;general;general
722;204;204;204;periventricular bundle of the thalamus;711;fibrous;fibrous
723;36;138;94;Orbital area, lateral part;712;general;general
724;255;76;62;Anterior hypothalamic nucleus, posterior part;713;general;general
725;255;128;132;Ventral posterolateral nucleus of the thalamus, parvicellular part;714;general;general
726;126;208;75;Dentate gyrus;715;general;general
727;50;184;37;Entorhinal area, medial part, dorsal zone, layer 5;716;general;general
728;204;204;204;arbor vitae;717;fibrous;fibrous
729;21;176;179;Temporal association areas, layer 6a;718;general;general
730;204;204;204;pineal stalk;719;fibrous;fibrous
731;36;138;94;Orbital area, medial part;720;general;general
732;255;76;62;Medial mammillary nucleus, median part;721;general;general
733;255;128;132;Ventral posteromedial nucleus of the thalamus;722;general;general
734;126;208;75;Dentate gyrus crest;723;general;general
735;1;147;153;Primary auditory area, layer 1;724;general;general
736;204;204;204;central tegmental bundle;725;fibrous;fibrous
737;204;204;204;postcommissural fornix;726;fibrous;fibrous
738;36;138;94;Orbital area, ventral part;727;general;general
739;64;166;102;Anterior cingulate area, layer 5;728;general;general
740;255;76;62;Medial preoptic nucleus, central part;729;general;general
741;255;128;132;Ventral posteromedial nucleus of the thalamus, parvicellular part;730;general;general
742;126;208;75;Dentate gyrus crest, molecular layer;731;general;general
743;50;184;37;Entorhinal area, medial part, dorsal zone, layer 6;732;general;general
744;204;204;204;cerebellar commissure;733;fibrous;fibrous
745;204;204;204;precommissural fornix, general;734;fibrous;fibrous
746;36;138;94;Orbital area, ventrolateral part;735;general;general
747;89;179;99;Infralimbic area, layer 2;736;general;general
748;255;76;62;Medial preoptic nucleus, lateral part;737;general;general
749;255;144;255;Ventral tegmental area;738;general;heavily
750;8;133;140;Posterolateral visual area, layer 1;739;general;general
751;126;208;75;Dentate gyrus crest, polymorph layer;740;general;general
752;204;204;204;cerebellar peduncles;741;fibrous;fibrous
753;204;204;204;principal mammillary tract;742;fibrous;fibrous
754;128;205;248;Olfactory tubercle;743;heavily;heavily
755;1;147;153;Ventral auditory area, layer 2/3;744;general;general
756;255;76;62;Medial preoptic nucleus, medial part;745;general;general
757;255;144;255;Ventral tegmental nucleus;746;general;general
758;126;208;75;Dentate gyrus crest, granule cell layer;747;general;general
759;1;147;153;Posterior auditory area, layer 4;748;general;general
760;204;204;204;cerebral nuclei related;749;fibrous;fibrous
761;255;76;62;Ventromedial hypothalamic nucleus, anterior part;750;general;general
762;204;204;204;propriohypothalamic pathways, dorsal;751;fibrous;fibrous
763;255;85;71;Vascular organ of the lamina terminalis;752;general;general
764;50;184;37;Entorhinal area, lateral part, layer 2b;753;general;general
765;255;179;217;Nucleus x;754;general;general
766;126;208;75;Dentate gyrus lateral blade;755;general;general
767;31;157;90;Secondary motor area, layer 5;756;general;general
768;204;204;204;cerebrum related;757;fibrous;fibrous
769;255;76;62;Ventromedial hypothalamic nucleus, central part;758;general;general
770;204;204;204;propriohypothalamic pathways, lateral;759;fibrous;fibrous
771;255;155;136;Pons;760;general;general
772;64;166;102;Anterior cingulate area, ventral part, layer 5;761;general;general
773;255;179;217;Hypoglossal nucleus;762;general;general
774;26;166;152;Retrosplenial area, lateral agranular part, layer 5;763;general;general
775;126;208;75;Dentate gyrus lateral blade, molecular layer;764;general;general
776;204;204;204;corpus callosum;765;fibrous;fibrous
777;255;76;62;Ventromedial hypothalamic nucleus, dorsomedial part;766;general;general
778;8;133;140;Primary visual area, layer 5;767;general;general
779;204;204;204;propriohypothalamic pathways, medial;768;fibrous;fibrous
780;151;236;147;Posterior amygdalar nucleus;769;general;general
781;255;179;217;Nucleus y;770;general;general
782;126;208;75;Dentate gyrus lateral blade, polymorph layer;771;general;general
783;33;152;102;Agranular insular area, dorsal part, layer 6a;772;general;general
784;204;204;204;corticospinal tract;773;fibrous;fibrous
785;255;76;62;Ventromedial hypothalamic nucleus, ventrolateral part;774;general;general
786;21;176;179;Temporal association areas, layer 6b;775;general;general
787;204;204;204;propriohypothalamic pathways, ventral;776;fibrous;fibrous
788;89;218;171;Piriform-amygdalar area;777;general;general
789;255;165;210;Nucleus z;778;general;general
790;126;208;75;Dentate gyrus lateral blade, granule cell layer;779;general;general
791;1;147;153;Posterior auditory area, layer 5;780;general;general
792;204;204;204;dorsal roots;781;fibrous;fibrous
793;24;128;100;Primary somatosensory area, layer 1;782;general;general
794;204;204;204;spinal tract of the trigeminal nerve;783;fibrous;fibrous
795;255;144;255;Periaqueductal gray;784;general;general
796;242;72;59;Dopaminergic A13 group;785;general;general
797;242;72;59;Zona incerta;786;general;general
798;204;204;204;facial nerve;787;fibrous;fibrous
799;126;208;75;Dentate gyrus medial blade;788;general;general
800;33;152;102;Agranular insular area, ventral part, layer 5;789;general;general
801;8;133;140;Visual areas, layer 1;790;general;general
802;204;204;204;stria medullaris;791;fibrous;fibrous
803;133;153;204;Pallidum;792;fibrous;fibrous
804;242;72;59;Fields of Forel;793;general;general
805;8;133;140;posteromedial visual area, layer 1;794;general;general
806;24;128;100;Supplemental somatosensory area, layer 2/3;795;general;general
807;126;208;75;Dentate gyrus medial blade, molecular layer;796;general;general
808;204;204;204;glossopharyngeal nerve;797;fibrous;fibrous
809;179;192;223;Pallidum, caudal region;798;fibrous;fibrous
810;64;166;102;Anterior cingulate area, ventral part, 6a;799;general;general
811;255;122;255;Inferior colliculus, central nucleus;800;general;general
812;204;204;204;superior cerebellar peduncle decussation;801;fibrous;fibrous
813;204;204;204;hypoglossal nerve;802;fibrous;fibrous
814;164;218;164;Dorsal peduncular area;803;general;general
815;126;208;75;Dentate gyrus medial blade, polymorph layer;804;general;general
816;1;147;153;Primary auditory area, layer 4;805;general;general
817;204;204;204;supraoptic commissures, anterior;806;fibrous;fibrous
818;133;153;204;Pallidum, dorsal region;807;fibrous;fibrous
819;64;166;102;Anterior cingulate area, ventral part, 6b;808;general;general
820;255;122;255;Inferior colliculus, dorsal nucleus;809;general;general
821;8;133;140;Primary visual area, layer 2/3;810;general;general
822;50;184;37;Retrohippocampal region;811;general;general
823;126;208;75;Dentate gyrus medial blade, granule cell layer;812;general;general
824;204;204;204;hypothalamus related;813;fibrous;fibrous
825;204;204;204;supraoptic commissures, dorsal;814;fibrous;fibrous
826;150;167;211;Pallidum, medial region;815;fibrous;fibrous
827;89;179;99;Infralimbic area, layer 5;816;general;general
828;255;122;255;Inferior colliculus, external nucleus;817;general;general
829;79;194;68;Subiculum, dorsal part, molecular layer;818;general;general
830;255;85;71;Dorsomedial nucleus of the hypothalamus;819;general;general
831;33;152;102;Agranular insular area, dorsal part, layer 6b;820;general;general
832;204;204;204;oculomotor nerve;821;fibrous;fibrous
833;204;204;204;supraoptic commissures, ventral;822;fibrous;fibrous
834;255;122;255;Superior colliculus, zonal layer;823;general;general
835;162;177;216;Pallidum, ventral region;824;fibrous;fibrous
836;13;159;145;Ectorhinal area/Layer 1;825;general;general
837;79;194;68;Subiculum, dorsal part, stratum radiatum;826;general;general
838;24;128;100;Primary somatosensory area, nose, layer 2/3;827;general;general
839;255;179;217;Dorsal motor nucleus of the vagus nerve;828;general;general
840;204;204;204;olfactory nerve;829;fibrous;fibrous
841;204;204;204;trapezoid body;830;fibrous;fibrous
842;255;122;255;Superior colliculus, superficial gray layer;831;general;general
843;114;213;105;Parasubiculum;832;general;general
844;31;157;90;Primary motor area, Layer 6a;833;general;general
845;75;181;71;Subiculum, dorsal part, pyramidal layer;834;general;general
846;255;253;188;Dentate nucleus;835;general;general
847;1;147;153;Primary auditory area, layer 5;836;general;general
848;204;204;204;optic nerve;837;fibrous;fibrous
849;17;173;131;Visceral area, layer 6b;838;general;general
850;204;204;204;uncinate fascicle;839;fibrous;fibrous
851;255;122;255;Superior colliculus, optic layer;840;general;general
852;255;179;217;Parvicellular reticular nucleus;841;general;general
853;79;194;68;Subiculum, ventral part, molecular layer;842;general;general
854;24;128;100;Primary somatosensory area, upper limb, layer 2/3;843;general;general
855;204;204;204;retriculospinal tract;844;fibrous;fibrous
856;255;144;159;Thalamus, polymodal association cortex related;845;general;general
857;17;173;131;Visceral area, layer 6a;846;general;general
858;204;204;204;ventral commissure of the spinal cord;847;fibrous;fibrous
859;255;179;217;Parasolitary nucleus;848;general;general
860;255;174;111;Parabrachial nucleus, lateral division, central lateral part;849;general;general
861;79;194;68;Subiculum, ventral part, stratum radiatum;850;general;general
862;24;128;100;Supplemental somatosensory area, layer 6a;851;general;general
863;204;204;204;rubrospinal tract;852;fibrous;fibrous
864;255;128;132;Thalamus, sensory-motor cortex related;853;general;general
865;24;128;100;Primary somatosensory area, layer 4;854;general;general
866;204;204;204;ventral spinocerebellar tract;855;fibrous;fibrous
867;255;174;111;Parabrachial nucleus;856;general;general
868;255;174;111;Parabrachial nucleus, lateral division, dorsal lateral part;857;general;general
869;8;133;140;Posterolateral visual area, layer 4;858;general;general
870;75;181;71;Subiculum, ventral part, pyramidal layer;859;general;general
871;204;204;204;spinothalamic tract;860;fibrous;fibrous
872;255;166;255;Dorsal nucleus raphe;861;general;heavily
873;24;128;100;Supplemental somatosensory area, layer 1;862;general;general
874;255;122;255;Parabigeminal nucleus;863;general;general
875;255;174;111;Parabrachial nucleus, lateral division, external lateral part;864;general;general
876;204;204;204;accessory optic tract;865;fibrous;fibrous
877;204;204;204;tectospinal pathway;866;fibrous;fibrous
878;24;128;100;Primary somatosensory area, mouth, layer 1;867;general;general
879;26;166;152;Retrosplenial area, dorsal part;868;general;general
880;255;186;134;Dorsal tegmental nucleus;869;general;general
881;255;174;111;Parabrachial nucleus, lateral division;870;general;general
882;31;157;90;Primary motor area, Layer 6b;871;general;general
883;255;174;111;Parabrachial nucleus, lateral division, superior lateral part;872;general;general
884;204;204;204;amygdalar capsule;873;fibrous;fibrous
885;204;204;204;terminal nerve;874;fibrous;fibrous
886;26;166;152;Retrosplenial area, ventral part;875;general;general
887;255;179;217;Efferent cochlear group;876;general;general
888;14;150;132;Perirhinal area, layer 2/3;877;general;general
889;24;128;100;Primary somatosensory area, nose, layer 6a;878;general;general
890;255;174;111;Parabrachial nucleus, medial division;879;general;general
891;255;174;111;Parabrachial nucleus, lateral division, ventral lateral part;880;general;general
892;204;204;204;ansa peduncularis;881;fibrous;fibrous
893;24;128;100;Supplemental somatosensory area, layer 6b;882;general;general
894;26;166;152;Retrosplenial area, lateral agranular part;883;general;general
895;13;159;145;Ectorhinal area;884;general;general
896;204;204;204;thalamus related;885;fibrous;fibrous
897;17;173;131;Visceral area, layer 1;886;general;general
898;255;186;134;Pontine central gray;887;general;general
899;255;174;111;Parabrachial nucleus, medial division, external medial part;888;general;general
900;204;204;204;anterior commissure, olfactory limb;889;fibrous;fibrous
901;204;204;204;trigeminal nerve;890;fibrous;fibrous
902;8;133;140;Posterolateral visual area, layer 5;891;general;general
903;255;165;210;External cuneate nucleus;892;general;general
904;150;167;211;Medial septal complex;893;general;general
905;8;133;140;Anterolateral visual area, layer 2/3;894;general;general
906;26;166;152;Retrosplenial area, lateral agranular part, layer 6a;895;general;general
907;255;144;159;Paracentral nucleus;896;general;general
908;204;204;204;anterior commissure, temporal limb;897;fibrous;fibrous
909;50;184;37;Entorhinal area;898;general;general
910;36;138;94;Orbital area, medial part, layer 6a;899;general;general
911;204;204;204;trochlear nerve;900;fibrous;fibrous
912;255;252;145;Lingula (I);901;general;general
913;8;133;140;Visual areas, layer 4;902;general;general
914;255;85;71;Posterodorsal preoptic nucleus;903;general;general
915;255;174;111;Parabrachial nucleus, medial division, medial medial part;904;general;general
916;204;204;204;brachium of the superior colliculus;905;fibrous;fibrous
917;204;204;204;vagus nerve;906;fibrous;fibrous
918;50;184;37;Entorhinal area, lateral part;907;general;general
919;64;166;102;Anterior cingulate area, dorsal part, layer 6a;908;general;general
920;255;252;145;Central lobule;909;general;general
921;24;128;100;Primary somatosensory area, layer 5;910;general;general
922;14;150;132;Perirhinal area;911;general;general
923;255;174;111;Parabrachial nucleus, medial division, ventral medial part;912;general;general
924;204;204;204;cerebal peduncle;913;fibrous;fibrous
925;204;204;204;ventral roots;914;fibrous;fibrous
926;50;184;37;Entorhinal area, medial part, dorsal zone;915;general;general
927;64;166;102;Anterior cingulate area, dorsal part, layer 6b;916;general;general
928;255;252;145;Culmen;917;general;general
929;24;128;100;Primary somatosensory area, nose, layer 6b;918;general;general
930;255;144;159;Parafascicular nucleus;919;general;general
931;255;186;134;Pontine gray;920;general;general
932;204;204;204;cervicothalamic tract;921;fibrous;fibrous
933;204;204;204;vestibulocochlear nerve;922;fibrous;fibrous
934;50;184;37;Entorhinal area, medial part, ventral zone;923;general;general
